timestamp_ms,symbol,price,size,side
1003,PLS,3.39987,85.6248,B
1023,ALB,118.548,46.7675,S
1024,ALB,118.547,30.0119,B
1026,ALB,118.545,100.087,S
1027,SQM,52.2866,24.8932,S
1048,SQM,52.2885,70.3363,B
1065,PLS,3.4058,99.3803,B
1092,PLS,3.40757,24.0876,B
1124,SQM,52.2884,118.305,B
1149,PLS,3.41937,86.967,B
1158,ALB,118.534,163.779,S
1166,ALB,118.522,68.5141,B
1171,ALB,118.546,70.218,S
1173,ALB,118.543,55.6293,B
1180,ALB,118.545,42.9642,B
1182,ALB,118.549,78.6513,S
1188,PLS,3.41695,25.4157,B
1189,PLS,3.4164,134.83,S
1191,ALB,118.55,58.4233,B
1214,ALB,118.553,97.0011,B
1222,SQM,52.2837,22.7705,B
1227,PLS,3.41701,74.2309,B
1232,ALB,118.539,54.1822,S
1233,SQM,52.2815,109.377,B
1240,SQM,52.2697,37.9364,S
1260,SQM,52.2594,42.2986,B
1283,SQM,52.2644,51.2201,B
1288,ALB,118.537,67.9644,B
1303,PLS,3.41655,73.3442,S
1334,PLS,3.41269,52.1562,B
1335,ALB,118.547,43.5051,B
1335,PLS,3.40583,74.2603,B
1337,SQM,52.2525,148.439,B
1364,SQM,52.248,58.5835,S
1371,SQM,52.2388,21.3242,B
1380,SQM,52.2466,50.6218,S
1385,SQM,52.2412,67.4345,B
1388,SQM,52.2363,83.0965,B
1393,SQM,52.2353,38.9116,B
1394,SQM,52.2436,72.8898,B
1395,PLS,3.40143,90.554,B
1402,PLS,3.4006,66.4181,B
1410,ALB,118.532,26.9813,B
1412,SQM,52.2424,43.3167,S
1413,ALB,118.533,44.5286,S
1413,SQM,52.2447,47.8608,B
1415,SQM,52.2329,94.4809,B
1430,SQM,52.2343,70.9734,S
1431,SQM,52.2301,56.9448,S
1436,PLS,3.39774,22.8867,B
1439,ALB,118.527,48.0382,B
1440,PLS,3.3945,65.2066,S
1441,ALB,118.533,41.7644,S
1449,PLS,3.3918,39.6569,S
1459,SQM,52.2315,86.7574,S
1460,PLS,3.38708,65.5856,B
1464,PLS,3.38524,48.7233,B
1469,ALB,118.537,80.6845,S
1471,ALB,118.522,53.8127,S
1499,SQM,52.2372,60.4696,S
1503,PLS,3.38682,99.6876,B
1510,ALB,118.526,77.7752,B
1523,ALB,118.503,33.7023,S
1524,ALB,118.503,107.723,S
1525,PLS,3.38414,80.7618,B
1529,PLS,3.38971,48.6489,B
1540,SQM,52.2486,73.3805,S
1548,SQM,52.253,51.6397,B
1551,ALB,118.489,33.8804,B
1566,PLS,3.38596,120.619,S
1572,SQM,52.2401,103.644,B
1579,SQM,52.2524,105.978,B
1588,ALB,118.486,48.8469,S
1590,ALB,118.478,46.3858,S
1595,ALB,118.47,25.8714,S
1615,ALB,118.461,27.5003,S
1621,ALB,118.464,52.9959,B
1631,PLS,3.38876,75.5489,B
1647,SQM,52.2474,109.375,S
1650,ALB,118.458,29.5571,B
1658,ALB,118.469,41.0531,B
1665,ALB,118.468,90.4268,S
1666,ALB,118.477,150.425,B
1668,SQM,52.2465,66.1153,S
1668,ALB,118.474,55.9571,S
1671,PLS,3.38475,38.9147,S
1675,SQM,52.2488,31.325,S
1683,ALB,118.471,25.028,S
1688,ALB,118.459,59.2952,S
1689,PLS,3.3819,32.0084,S
1698,ALB,118.466,29.0748,S
1708,SQM,52.2592,17.6886,B
1723,PLS,3.38144,72.9365,S
1725,SQM,52.2508,89.3009,B
1748,PLS,3.38632,181.748,S
1768,PLS,3.39289,69.1593,S
1780,ALB,118.467,37.9564,S
1788,PLS,3.39278,51.9675,B
1803,SQM,52.2353,10.1549,S
1805,SQM,52.2273,61.8466,S
1812,ALB,118.471,33.0401,S
1814,PLS,3.39396,90.0289,B
1854,PLS,3.39416,86.0488,B
1866,ALB,118.462,138.94,B
1871,SQM,52.2293,126.172,S
1879,ALB,118.474,91.1418,B
1888,ALB,118.469,75.431,B
1898,ALB,118.462,126.358,S
1900,ALB,118.474,51.2663,S
1901,SQM,52.2301,45.0718,S
1912,ALB,118.475,76.1292,B
1913,SQM,52.231,30.3239,S
1919,SQM,52.2334,49.719,S
1920,ALB,118.492,78.8332,B
1923,PLS,3.39404,60.0305,S
1924,ALB,118.488,29.1235,S
1931,PLS,3.38807,59.6127,B
1941,SQM,52.244,138.433,B
1942,PLS,3.3917,28.9824,S
1950,PLS,3.39193,142.576,B
1952,SQM,52.2523,44.2082,B
1964,SQM,52.2421,80.1716,S
2007,SQM,52.2535,15.9651,B
2009,SQM,52.2619,47.315,S
2015,ALB,118.474,26.4329,B
2059,ALB,118.488,68.8458,S
2065,PLS,3.39666,79.4169,B
2066,PLS,3.40547,19.2357,B
2084,ALB,118.472,60.9154,B
2095,ALB,118.457,30.7368,B
2098,ALB,118.453,51.9131,B
2104,SQM,52.2679,32.0353,B
2105,SQM,52.2489,33.6645,B
2120,PLS,3.41676,76.0368,S
2129,PLS,3.40892,63.5498,S
2131,ALB,118.463,53.7116,S
2134,ALB,118.467,59.1712,B
2141,ALB,118.48,23.5643,S
2193,ALB,118.478,24.3068,B
2194,ALB,118.501,22.6342,S
2200,PLS,3.41095,88.7979,B
2201,PLS,3.40833,50.2755,S
2210,ALB,118.517,84.1945,S
2233,ALB,118.514,58.0804,B
2239,ALB,118.503,18.478,B
2242,SQM,52.2642,40.4351,S
2244,SQM,52.2552,32.4459,B
2256,SQM,52.2464,23.8061,B
2257,SQM,52.2389,25.8859,B
2264,SQM,52.2453,91.7052,S
2264,ALB,118.482,85.2572,S
2268,SQM,52.2441,117.161,B
2274,ALB,118.478,111.339,B
2275,ALB,118.488,84.3358,S
2290,ALB,118.485,60.9022,S
2322,PLS,3.4073,34.896,S
2373,SQM,52.2373,101.115,B
2373,ALB,118.479,61.5228,S
2374,SQM,52.2511,42.8546,B
2377,ALB,118.469,54.8982,S
2388,ALB,118.463,46.0548,B
2393,SQM,52.253,81.9761,S
2404,SQM,52.2562,36.9831,B
2405,PLS,3.41307,75.8905,S
2410,ALB,118.461,47.9214,S
2412,SQM,52.2536,44.1231,S
2415,PLS,3.40822,34.2986,B
2425,ALB,118.457,43.1386,B
2428,SQM,52.2569,41.0724,S
2432,ALB,118.448,48.1528,S
2450,PLS,3.40796,79.6746,B
2459,PLS,3.40533,56.5917,S
2499,ALB,118.466,34.209,S
2514,SQM,52.2823,100.124,B
2515,ALB,118.471,37.9819,S
2521,ALB,118.496,20.0032,S
2554,SQM,52.2767,55.9684,S
2577,SQM,52.2972,128.934,B
2586,ALB,118.477,74.1551,S
2590,ALB,118.466,50.8872,S
2591,SQM,52.3055,21.2862,S
2592,ALB,118.455,45.7193,B
2593,ALB,118.465,120.606,S
2600,ALB,118.457,45.6659,B
2620,SQM,52.3197,42.9197,S
2630,SQM,52.3177,86.2545,B
2633,PLS,3.40942,124.771,S
2637,ALB,118.437,71.6423,B
2649,SQM,52.3067,72.2778,B
2649,PLS,3.40549,88.9302,B
2661,PLS,3.41108,124.212,B
2678,SQM,52.3301,93.3953,B
2709,ALB,118.435,133.317,B
2711,ALB,118.445,37.7568,B
2718,ALB,118.434,49.8029,S
2726,ALB,118.442,55.3802,B
2727,ALB,118.424,66.0164,S
2749,PLS,3.41683,37.2975,B
2768,SQM,52.3352,28.4799,S
2769,ALB,118.436,27.2702,S
2769,SQM,52.3215,70.5605,S
2789,ALB,118.446,60.8849,B
2791,PLS,3.42346,89.8482,B
2805,ALB,118.449,59.883,S
2820,ALB,118.453,77.6035,S
2821,ALB,118.451,53.0031,S
2823,ALB,118.459,23.9118,B
2825,SQM,52.3133,34.8113,B
2849,ALB,118.445,79.4826,B
2854,SQM,52.3096,32.1435,S
2855,SQM,52.3099,56.1642,S
2855,PLS,3.42029,111.918,S
2884,PLS,3.4236,59.2882,S
2890,SQM,52.3117,58.1902,S
2892,ALB,118.455,44.3167,S
2893,SQM,52.3039,85.7068,S
2903,ALB,118.469,81.4231,S
2905,SQM,52.3079,72.827,B
2912,ALB,118.462,77.419,B
2925,SQM,52.3099,44.902,B
2928,ALB,118.468,124.313,S
2951,SQM,52.2943,72.0831,B
2954,ALB,118.476,46.6381,S
2971,SQM,52.3142,47.2433,B
2989,PLS,3.41753,62.5817,B
2991,ALB,118.481,32.7855,B
2994,SQM,52.329,54.015,B
2997,PLS,3.41138,26.5172,B
3032,PLS,3.40736,66.0366,B
3033,ALB,118.482,75.222,S
3040,ALB,118.498,52.1313,B
3057,ALB,118.504,87.6935,B
3061,SQM,52.3062,85.9646,S
3074,PLS,3.40672,72.9181,S
3084,ALB,118.497,79.2087,S
3123,SQM,52.3041,68.4228,B
3125,PLS,3.40565,87.1352,S
3144,ALB,118.493,114.691,B
3155,SQM,52.3125,52.3064,S
3160,SQM,52.3181,75.1369,S
3165,ALB,118.489,71.8502,B
3167,PLS,3.41677,40.0582,B
3167,ALB,118.471,63.6213,S
3168,PLS,3.4221,27.7704,S
3174,ALB,118.468,33.4641,B
3181,ALB,118.466,44.6932,S
3186,PLS,3.4234,87.6124,B
3193,SQM,52.3208,35.2389,S
3193,PLS,3.41845,50.0473,B
3221,PLS,3.42936,39.5693,S
3237,ALB,118.471,51.4152,S
3259,ALB,118.474,67.3648,B
3260,SQM,52.3392,101.581,B
3272,PLS,3.42779,23.4658,S
3275,SQM,52.3591,62.2061,B
3278,SQM,52.3791,32.7234,B
3281,PLS,3.43555,64.1581,B
3293,ALB,118.488,55.5631,S
3301,SQM,52.3807,115.875,S
3329,ALB,118.49,59.255,B
3355,ALB,118.495,58.4183,S
3359,PLS,3.43152,178.565,B
3359,ALB,118.506,51.2652,S
3360,PLS,3.43753,41.7641,B
3368,SQM,52.3785,29.3438,S
3378,ALB,118.527,29.0452,B
3382,ALB,118.544,61.3531,S
3394,ALB,118.551,42.5283,B
3422,PLS,3.43819,28.14,B
3433,SQM,52.3835,69.2516,S
3438,SQM,52.3893,61.6657,B
3447,SQM,52.3975,63.293,B
3465,PLS,3.44121,57.304,B
3467,PLS,3.44718,69.6734,B
3471,SQM,52.4146,24.785,S
3477,ALB,118.536,71.0604,S
3481,SQM,52.3912,25.4003,B
3492,ALB,118.531,75.8243,B
3495,SQM,52.3981,94.1775,B
3499,ALB,118.546,87.7033,S
3499,SQM,52.4086,90.4636,S
3516,ALB,118.543,78.438,B
3526,ALB,118.541,48.3792,B
3526,PLS,3.44415,55.1398,B
3528,PLS,3.44027,77.9339,B
3529,PLS,3.44422,54.5212,B
3536,SQM,52.4085,34.6543,B
3543,PLS,3.4437,18.6518,S
3543,ALB,118.53,40.9718,S
3544,ALB,118.526,48.6546,B
3553,SQM,52.4111,18.2058,S
3563,PLS,3.44309,63.1466,B
3576,SQM,52.4071,241.797,S
3589,SQM,52.4271,65.3061,S
3595,ALB,118.526,47.7406,S
3599,ALB,118.54,44.726,S
3606,ALB,118.548,63.59,S
3607,ALB,118.546,37.6707,S
3620,ALB,118.54,49.6426,S
3638,PLS,3.44064,63.6381,S
3639,PLS,3.44143,35.7187,B
3661,ALB,118.537,37.3202,S
3668,SQM,52.4404,26.4141,B
3676,SQM,52.4425,43.819,B
3686,PLS,3.43648,27.5252,S
3687,PLS,3.44148,53.7686,B
3705,ALB,118.53,64.2855,B
3708,SQM,52.4501,76.4176,S
3719,SQM,52.4452,87.8773,B
3728,SQM,52.4389,110.802,B
3732,ALB,118.544,49.3938,S
3762,SQM,52.4326,33.9956,S
3799,ALB,118.544,78.3468,S
3811,SQM,52.4387,13.5676,S
3846,PLS,3.43758,23.6792,B
3856,ALB,118.554,73.3574,B
3857,ALB,118.565,30.8945,S
3859,ALB,118.568,49.8676,S
3872,PLS,3.44546,66.2546,S
3873,SQM,52.4396,25.4094,S
3877,SQM,52.4351,38.509,B
3885,SQM,52.4286,67.6755,S
3893,ALB,118.58,21.7585,S
3905,SQM,52.4219,58.8178,S
3913,SQM,52.4057,96.0092,B
3926,ALB,118.563,56.0774,S
3928,SQM,52.397,44.8224,S
3929,PLS,3.45149,62.6292,B
3944,PLS,3.44929,64.4632,S
3949,ALB,118.549,53.8569,S
3950,SQM,52.387,220.968,S
3956,ALB,118.556,113.207,S
3967,SQM,52.3974,38.1717,S
3968,SQM,52.4066,58.1208,S
3977,ALB,118.557,65.9955,B
3980,ALB,118.554,177.499,S
4051,PLS,3.45101,89.1801,B
4061,ALB,118.561,41.4992,B
4064,SQM,52.3983,91.1169,S
4073,ALB,118.572,51.3413,S
4077,PLS,3.45061,79.9138,S
4080,ALB,118.575,45.1141,B
4084,PLS,3.44617,39.5524,S
4084,SQM,52.3921,90.484,S
4105,SQM,52.3844,68.0664,S
4107,ALB,118.578,56.5728,S
4131,ALB,118.572,27.2383,B
4132,ALB,118.572,172.093,S
4135,ALB,118.581,33.673,B
4145,SQM,52.385,32.1764,S
4150,ALB,118.591,63.9309,S
4154,SQM,52.3851,80.235,B
4156,PLS,3.44469,20.9247,S
4163,PLS,3.44421,28.1508,S
4177,ALB,118.608,62.2465,S
4187,ALB,118.597,79.4081,S
4192,ALB,118.6,25.0969,B
4193,ALB,118.609,52.824,S
4201,SQM,52.3947,96.5035,S
4217,ALB,118.625,24.0599,S
4227,PLS,3.44375,120.254,B
4228,ALB,118.615,59.9195,S
4228,PLS,3.44622,91.2468,B
4230,ALB,118.618,131.807,S
4231,ALB,118.62,33.1636,S
4244,SQM,52.4084,39.0554,B
4255,SQM,52.4131,62.0994,S
4275,SQM,52.4095,51.3814,S
4288,ALB,118.617,50.4045,S
4291,SQM,52.4103,43.1758,S
4300,PLS,3.44323,31.7351,B
4310,PLS,3.43518,124.78,B
4316,SQM,52.4273,97.0972,B
4322,PLS,3.43936,44.9258,B
4327,ALB,118.621,21.2691,S
4359,SQM,52.4286,38.8761,B
4364,ALB,118.634,100.727,B
4376,SQM,52.4421,34.646,S
4404,PLS,3.44457,17.8468,B
4408,SQM,52.4288,62.089,B
4420,SQM,52.4359,33.2884,S
4433,ALB,118.631,43.0952,S
4457,ALB,118.643,32.4669,B
4459,ALB,118.644,47.7508,B
4460,PLS,3.4368,36.8496,B
4460,ALB,118.664,112.74,S
4473,PLS,3.44307,43.3545,S
4475,PLS,3.44789,69.0292,S
4480,ALB,118.66,17.2138,B
4497,ALB,118.668,45.7062,S
4499,SQM,52.4479,115.64,S
4523,PLS,3.45194,81.6895,S
4533,PLS,3.45162,51.811,S
4564,ALB,118.658,86.6015,S
4570,PLS,3.44796,28.6378,S
4573,SQM,52.4457,51.3186,B
4592,SQM,52.4429,172.3,S
4595,ALB,118.657,83.3526,S
4601,ALB,118.663,47.5756,B
4602,SQM,52.4457,38.3924,B
4624,SQM,52.445,40.5594,B
4640,ALB,118.664,70.6325,B
4649,PLS,3.44901,53.3035,S
4666,ALB,118.667,33.0396,B
4670,PLS,3.45367,38.1582,B
4675,PLS,3.44886,41.692,B
4683,ALB,118.66,81.6561,S
4683,PLS,3.45671,113.35,B
4687,ALB,118.653,39.9757,B
4701,ALB,118.659,63.454,S
4704,ALB,118.643,63.1884,S
4705,ALB,118.64,57.1721,B
4705,SQM,52.437,144.45,S
4707,SQM,52.4439,54.9088,S
4708,ALB,118.638,70.9438,B
4721,ALB,118.634,27.4443,S
4748,ALB,118.633,80.4189,S
4750,ALB,118.641,93.9156,S
4755,PLS,3.45626,88.7443,S
4765,SQM,52.4567,58.0339,S
4777,PLS,3.46061,67.7256,B
4792,SQM,52.4514,200.936,S
4792,ALB,118.641,16.1751,B
4801,SQM,52.4524,74.2809,B
4804,SQM,52.4488,39.1808,S
4808,ALB,118.617,63.0382,B
4815,PLS,3.46908,69.6301,B
4822,SQM,52.4624,110.722,S
4827,ALB,118.624,42.9907,S
4834,PLS,3.47309,38.4115,B
4839,ALB,118.605,25.3298,B
4842,SQM,52.4619,28.7296,S
4863,SQM,52.4721,69.5877,S
4896,SQM,52.4794,16.6797,S
4935,ALB,118.607,35.6792,S
4941,PLS,3.47187,43.0111,S
4951,ALB,118.601,91.2106,B
4977,ALB,118.611,52.4539,B
4987,ALB,118.617,24.5355,S
4995,ALB,118.63,34.0842,B
4995,PLS,3.4734,97.937,S
5000,PLS,3.46844,73.3209,B
5011,SQM,52.4529,30.1695,B
5017,PLS,3.4632,52.152,B
5031,ALB,118.627,120.577,B
5033,ALB,118.645,44.6382,B
5042,ALB,118.646,45.569,S
5052,ALB,118.651,53.221,S
5056,PLS,3.46263,48.7385,S
5063,ALB,118.635,25.0448,S
5064,PLS,3.46596,43.0586,B
5078,SQM,52.4474,25.5178,S
5080,SQM,52.4471,59.3967,B
5081,SQM,52.4441,122.362,S
5089,SQM,52.4255,47.5812,S
5096,ALB,118.635,58.6149,S
5101,ALB,118.634,47.5195,S
5105,ALB,118.632,38.1801,B
5123,ALB,118.611,42.2347,B
5131,ALB,118.608,38.8827,S
5134,ALB,118.611,112.595,B
5135,ALB,118.596,27.8672,B
5148,ALB,118.611,34.4261,S
5161,PLS,3.4658,56.4534,S
5161,ALB,118.608,37.0196,B
5164,ALB,118.602,91.3818,S
5167,SQM,52.4335,60.5704,S
5168,PLS,3.46381,39.4496,B
5179,ALB,118.604,14.459,S
5202,PLS,3.45587,79.9747,B
5203,ALB,118.586,39.0884,B
5223,PLS,3.46329,156.22,S
5229,ALB,118.579,47.6162,B
5242,PLS,3.4579,79.8033,B
5257,ALB,118.586,84.293,S
5274,PLS,3.44767,64.2708,S
5280,SQM,52.427,39.2634,S
5282,PLS,3.44747,40.1002,B
5325,ALB,118.592,58.5556,B
5325,SQM,52.422,42.4969,B
5326,SQM,52.4282,70.3931,S
5350,SQM,52.4132,59.6615,S
5358,ALB,118.606,76.2909,B
5359,ALB,118.605,62.0695,B
5360,ALB,118.597,43.0513,S
5366,PLS,3.45127,50.4622,S
5368,SQM,52.4142,39.1355,B
5375,PLS,3.44923,85.4019,S
5386,PLS,3.45334,74.6012,B
5402,SQM,52.4254,22.6253,B
5403,SQM,52.4241,49.7102,S
5419,PLS,3.45261,27.7943,B
5422,ALB,118.595,76.2404,B
5423,ALB,118.597,76.9151,B
5435,ALB,118.591,37.5029,B
5446,ALB,118.588,62.9079,B
5455,ALB,118.583,66.1731,S
5456,PLS,3.45057,78.6479,B
5457,PLS,3.4469,39.5178,S
5470,SQM,52.4338,39.8254,B
5551,SQM,52.4248,55.5869,B
5553,ALB,118.586,51.9711,S
5566,ALB,118.58,85.4405,S
5572,SQM,52.4449,129.757,S
5622,SQM,52.4504,47.7358,B
5632,SQM,52.4441,52.0718,B
5633,SQM,52.4473,50.5905,S
5634,SQM,52.4507,21.1942,B
5637,SQM,52.4664,39.0477,B
5638,SQM,52.464,38.3998,B
5655,PLS,3.4472,41.6634,S
5676,SQM,52.4759,40.3709,B
5683,ALB,118.584,29.0821,S
5686,ALB,118.579,62.4268,S
5701,ALB,118.575,30.0315,B
5702,PLS,3.44377,65.7742,B
5706,SQM,52.4755,141.94,B
5717,ALB,118.59,38.2075,B
5732,SQM,52.4685,50.1853,S
5753,ALB,118.594,40.2162,B
5754,ALB,118.58,49.4875,B
5773,ALB,118.577,195.35,B
5775,SQM,52.4639,53.3026,B
5775,ALB,118.569,82.2692,S
5777,SQM,52.4753,57.6183,S
5777,PLS,3.43536,78.2627,S
5785,SQM,52.4811,61.6611,B
5802,ALB,118.55,33.0951,B
5809,ALB,118.562,26.2494,S
5809,PLS,3.43594,148.795,B
5831,ALB,118.574,78.9421,S
5833,SQM,52.4857,118.463,S
5842,SQM,52.4764,47.277,S
5872,ALB,118.584,54.8593,B
5873,SQM,52.4881,23.8502,S
5877,SQM,52.4762,48.0189,S
5889,ALB,118.606,78.5738,S
5899,ALB,118.617,60.7515,B
5900,ALB,118.618,126.811,B
5913,PLS,3.44017,44.3104,B
5915,ALB,118.616,221.056,B
5928,ALB,118.616,87.1574,B
5953,ALB,118.611,41.5629,B
5959,ALB,118.603,59.8918,B
5962,SQM,52.4746,115.644,B
5969,SQM,52.4778,97.2507,B
5991,PLS,3.4387,55.228,S
5991,SQM,52.4629,45.0363,B
6003,SQM,52.4703,69.0312,S
6014,PLS,3.43647,32.7079,B
6037,SQM,52.4825,34.6086,B
6038,SQM,52.4816,36.9573,B
6039,ALB,118.602,36.9878,S
6041,ALB,118.616,60.346,B
6046,PLS,3.43187,33.4215,B
6091,SQM,52.4668,93.4627,B
6100,SQM,52.4724,58.346,B
6103,SQM,52.4816,109.024,S
6114,ALB,118.611,58.9862,B
6120,ALB,118.625,46.8413,S
6126,SQM,52.4798,72.2173,S
6137,ALB,118.617,98.998,S
6139,ALB,118.624,137.969,S
6141,ALB,118.617,46.0033,B
6142,PLS,3.42999,55.7995,B
6147,PLS,3.42682,51.4551,B
6149,SQM,52.4836,146.683,B
6154,ALB,118.651,45.9523,B
6156,ALB,118.653,39.707,S
6171,SQM,52.4985,29.7474,B
6172,PLS,3.42194,51.5318,S
6176,ALB,118.668,46.7752,S
6197,ALB,118.686,40.0831,B
6203,SQM,52.4975,161.068,S
6220,PLS,3.42021,37.5804,S
6222,ALB,118.691,58.5391,S
6226,ALB,118.686,65.7684,B
6226,SQM,52.4773,91.9627,S
6227,ALB,118.692,52.5636,S
6227,SQM,52.4737,20.1116,B
6233,ALB,118.688,154.452,S
6239,PLS,3.41528,230.768,S
6242,ALB,118.691,47.8335,S
6243,SQM,52.4661,45.3729,B
6247,ALB,118.701,109.084,B
6249,PLS,3.41821,58.0517,S
6256,PLS,3.41252,68.3942,S
6259,ALB,118.696,40.738,S
6272,ALB,118.711,73.3511,S
6273,ALB,118.712,48.202,B
6275,PLS,3.41652,80.6537,S
6279,ALB,118.713,41.1014,S
6283,ALB,118.712,128.154,S
6284,ALB,118.719,55.1218,B
6288,SQM,52.4644,70.2033,B
6299,ALB,118.726,69.5927,S
6334,SQM,52.472,64.9554,S
6349,PLS,3.41344,26.3804,B
6352,SQM,52.4858,45.305,S
6370,PLS,3.41169,74.36,S
6375,SQM,52.4902,25.1689,S
6379,ALB,118.709,81.3855,S
6380,ALB,118.71,60.1964,B
6390,SQM,52.5034,38.1435,S
6395,ALB,118.707,29.4066,S
6402,SQM,52.5161,65.9756,B
6403,SQM,52.5327,35.7388,B
6414,ALB,118.699,88.3047,S
6417,ALB,118.706,66.1344,B
6425,ALB,118.713,46.3891,B
6425,SQM,52.5416,93.3659,B
6427,PLS,3.40958,33.7939,B
6433,ALB,118.697,27.7006,S
6437,SQM,52.5597,52.0975,S
6451,PLS,3.4075,35.5811,B
6459,SQM,52.5542,89.817,B
6464,ALB,118.703,39.4602,S
6469,SQM,52.5401,67.4961,B
6469,PLS,3.40505,44.5195,S
6479,ALB,118.696,203.162,B
6483,SQM,52.5413,25.6284,B
6485,ALB,118.686,76.231,B
6504,ALB,118.689,41.1476,S
6506,SQM,52.5471,59.6729,B
6511,PLS,3.41213,87.0672,B
6521,PLS,3.40702,44.1049,B
6522,PLS,3.40732,63.4448,S
6534,ALB,118.692,36.2747,S
6536,SQM,52.5455,55.8194,S
6545,ALB,118.681,70.1709,S
6550,ALB,118.668,63.4791,B
6572,ALB,118.667,67.0421,B
6580,ALB,118.673,57.5647,B
6589,ALB,118.674,68.6682,S
6600,ALB,118.659,61.831,B
6604,PLS,3.41131,38.3488,B
6606,PLS,3.41321,77.8731,B
6637,PLS,3.42073,30.8745,B
6643,SQM,52.5565,74.7855,B
6647,SQM,52.5642,49.0791,B
6648,SQM,52.5813,66.6901,B
6655,SQM,52.5843,70.2959,S
6659,ALB,118.665,54.3905,B
6660,SQM,52.5631,40.5721,S
6699,ALB,118.694,69.879,B
